symbol,market,name,rsi_d,macd_d,signal_d,obv_d,signal_obv_9d,signal_obv_20d,market_cap,avg_trading_value_20d,today_trading_value,turnover,per,eps,cap_status,upper_closes,lower_closes,sector,sector_trend,ma20,ma50,ma200,break_20high,close_d
011780,KOSPI,금호석유화학,"[58.18, 54.4, 53.0]","[3845.607, 3724.0611, 3450.7809]","[3489.3649, 3536.3042, 3519.1995]","[-1291655.0, -1213173.0, -1003354.0]","[-1104861.0, -1069834.0, -1032492.0]","[-1030499.0, -1007860.0, -994132.0, -994480.0]",35975.0,21193590315.0,11222926000.0,0.0031196458651841555,14.53,9843.0,2026-05-18,2,1,Materials,상승(+1.52%) KODEX 소재산업,"[141040.0, 140775.0, 140225.0]","[131846.0, 131426.0, 130946.0]","[123834.5, 123771.0, 123679.0]",0,"[143000, 144700, 149200]"
001720,KOSPI,신영증권,"[42.23, 37.54, 42.57]","[-2546.3103, -3619.3359, -3940.147]","[-326.3666, -984.9604, -1575.9977]","[1760261.0, 1709222.0, 1750294.0]","[1778981.0, 1783955.0, 1791512.0]","[1798045.0, 1802955.0, 1811235.0, 1816714.0]",30677.0,4553211315.0,9523877400.0,0.0031045660918603514,21.62,8632.0,2026-05-18,0,1,Financials,하락(-0.85%) TIGER 200 금융,"[198870.0, 199965.0, 201385.0]","[199280.0, 199322.0, 199104.0]","[162191.0, 161954.5, 161752.0]",0,"[186600, 180600, 188800]"
036460,KOSPI,한국가스공사,"[52.26, 52.95, 51.35]","[209.4998, 209.257, 190.7277]","[314.0477, 293.0895, 272.6172]","[159445171.0, 159746367.0, 159147740.0]","[159067266.0, 159045468.0, 159019927.0]","[159157407.0, 159117005.0, 159051809.0, 159003721.0]",34756.0,11840039877.5,11340029400.0,0.0032627544596616413,26.13,1441.0,2026-05-18,3,0,Energy,상승(+6.22%) KODEX 에너지화학,"[37795.0, 37725.0, 37642.5]","[36604.0, 36593.0, 36559.0]","[39803.25, 39839.5, 39870.5]",0,"[37650, 37850, 37750]"
004170,KOSPI,신세계,"[86.21, 86.66, 70.93]","[35116.6319, 40367.2772, 40989.6656]","[25168.3298, 28208.1193, 30764.4286]","[2478267.0, 2568495.0, 2416239.0]","[2279416.0, 2248117.0, 2198409.0]","[2148715.0, 2119727.0, 2081777.0, 2054820.0]",47509.0,36937483350.0,45384684000.0,0.009552860300153655,349.31,1440.0,2026-05-18,1,1,Consumer Discretionary,상승(+25.74%) TIGER 200 경기소비재,"[428050.0, 421675.0, 411900.0]","[370170.0, 366860.0, 362440.0]","[263152.5, 261561.5, 259792.5]",0,"[503000, 541000, 535000]"
014680,KOSPI,한솔케미칼,"[69.28, 63.61, 60.16]","[9121.4776, 10339.2005, 10656.9128]","[4620.0109, 5763.8488, 6742.4616]","[472547.0, 574894.0, 726415.0]","[472261.0, 452667.0, 416179.0]","[355090.0, 338649.0, 312749.0, 271428.0]",36328.0,28818257725.0,32699866500.0,0.009001284546355428,24.59,12993.0,2026-05-18,5,0,Materials,상승(+1.52%) KODEX 소재산업,"[298050.0, 296325.0, 294075.0]","[285960.0, 285440.0, 284590.0]","[239351.5, 238660.5, 237934.0]",0,"[319500, 326000, 336000]"
457190,KOSPI,이수스페셜티케미컬,"[47.86, 41.58, 40.01]","[1887.963, 842.1557, -146.3505]","[4432.3281, 3714.2936, 2942.1648]","[72849200.0, 73073076.0, 73404350.0]","[73337560.0, 73513843.0, 73628942.0]","[73261006.0, 73086601.0, 72913470.0, 72687106.0]",30098.0,57599442685.0,22298049600.0,0.007408482158282942,3984.0,25.0,2026-05-18,1,1,Materials,상승(+1.52%) KODEX 소재산업,"[116175.0, 116355.0, 116520.0]","[103340.0, 103288.0, 102956.0]","[72020.75, 71755.5, 71477.25]",0,"[99600, 101600, 108800]"
023530,KOSPI,롯데쇼핑,"[84.21, 77.12, 65.8]","[12737.1447, 13758.7092, 13508.8385]","[9235.4767, 10140.1232, 10813.8663]","[4122877.0, 4281884.0, 4450611.0]","[3855968.0, 3768728.0, 3647921.0]","[3300067.0, 3233338.0, 3139816.0, 3031864.0]",44866.0,23968394590.0,25218510200.0,0.005620851023046405,87.05,1822.0,2026-05-18,1,0,Consumer Discretionary,상승(+25.74%) TIGER 200 경기소비재,"[138695.0, 136850.0, 133730.0]","[118438.0, 117186.0, 115632.0]","[85937.5, 85515.0, 85039.0]",0,"[158600, 169800, 175700]"
139130,KOSPI,iM금융지주,"[58.07, 46.1, 44.03]","[293.0898, 212.1035, 127.0902]","[385.3838, 350.7277, 306.0002]","[50305827.0, 50895454.0, 51631145.0]","[51516755.0, 51770308.0, 51860223.0]","[51669096.0, 51789596.0, 51837273.0, 51891079.0]",28768.0,13456251254.5,10560219570.0,0.003670821596913237,6.64,2696.0,2026-05-18,1,2,Financials,하락(-0.85%) TIGER 200 금융,"[18913.0, 18953.0, 18958.5]","[17829.6, 17816.4, 17779.0]","[15534.6, 15518.7, 15501.35]",0,"[17910, 18150, 19280]"
071970,KOSPI,HD현대마린엔진,"[40.6, 36.47, 34.65]","[1115.2061, -131.1276, -1297.5586]","[3992.6508, 3167.8951, 2274.8044]","[50043428.0, 50316794.0, 50649923.0]","[51292357.0, 51634761.0, 51922466.0]","[51574015.0, 51516728.0, 51439530.0, 51351838.0]",26052.0,53316148780.0,20994508800.0,0.008058693689543988,15.78,4867.0,2026-05-18,0,3,Industrials,하락(-8.37%) KODEX 산업재,"[96555.0, 96990.0, 97290.0]","[85558.0, 85604.0, 85462.0]","[85544.0, 85425.0, 85282.0]",0,"[76800, 79200, 84200]"
085620,KOSPI,미래에셋생명,"[40.28, 39.83, 42.13]","[-421.331, -457.8607, -462.9154]","[-75.8683, -152.2668, -214.3965]","[16821339.0, 16660073.0, 16826728.0]","[16969021.0, 17004700.0, 17045783.0]","[17250692.0, 17276486.0, 17320503.0, 17370784.0]",20277.0,3463530932.5,2418990000.0,0.0011929723331853825,22.73,660.0,2026-05-18,1,2,Financials,하락(-0.85%) TIGER 200 금융,"[16270.5, 16382.5, 16507.5]","[16365.2, 16336.6, 16250.0]","[10657.7, 10620.55, 10583.4]",0,"[15000, 14770, 14840]"
336260,KOSPI,두산퓨얼셀,"[79.67, 68.86, 66.4]","[13694.3464, 13199.7314, 12510.2213]","[10011.7764, 10649.3674, 11021.5381]","[123048138.0, 123966950.0, 124768472.0]","[123779890.0, 123139883.0, 122531552.0]","[117963060.0, 117239745.0, 116418531.0, 115513680.0]",54098.0,104598276945.0,75893871200.0,0.01402896062701024,0.0,-1623.0,2026-05-18,2,1,Utilities,상승(+22.34%) TIGER KRX 기후변화솔루션,"[67237.5, 65407.5, 63377.5]","[50826.0, 49935.0, 48900.0]","[36375.0, 36076.0, 35765.5]",0,"[82600, 84500, 92000]"
028670,KOSPI,팬오션,"[66.46, 62.63, 59.36]","[191.0916, 192.3426, 184.7491]","[159.3815, 165.9737, 169.7288]","[131877802.0, 135409177.0, 140093328.0]","[137281195.0, 137833293.0, 137474618.0]","[137271367.0, 137529846.0, 137252360.0, 136566557.0]",31807.0,25702083882.0,21011681250.0,0.006605992784607162,10.55,564.0,2026-05-18,2,1,Industrials,하락(-8.37%) KODEX 산업재,"[5760.5, 5745.5, 5712.5]","[5389.1, 5383.3, 5365.7]","[4463.68, 4454.98, 4445.88]",0,"[5950, 6030, 6120]"
004990,KOSPI,롯데지주,"[50.44, 45.66, 38.95]","[-90.3339, -144.7839, -313.4295]","[-65.5392, -81.3881, -127.7964]","[-5277111.0, -4799687.0, -4444486.0]","[-4517947.0, -4382134.0, -4249102.0]","[-4407883.0, -4353350.0, -4337824.0, -4349348.0]",26710.0,9062859785.0,12794963200.0,0.00479032691875702,0.0,-6125.0,2026-05-18,1,4,Industrials,하락(-8.37%) KODEX 산업재,"[29052.5, 29172.5, 29185.0]","[29346.0, 29438.0, 29462.0]","[29491.75, 29510.0, 29523.25]",0,"[26800, 28400, 29350]"
009970,KOSPI,영원무역홀딩스,"[47.65, 46.68, 42.5]","[-3540.9797, -3369.7094, -3731.595]","[-3002.1143, -3075.6333, -3206.8256]","[821181.0, 843795.0, 930967.0]","[926562.0, 947170.0, 963468.0]","[968709.0, 977684.0, 984961.0, 988903.0]",26769.0,4738759040.0,4484356200.0,0.0016752049759049647,7.31,27133.0,2026-05-18,1,4,Consumer Discretionary,상승(+25.74%) TIGER 200 경기소비재,"[207810.0, 208670.0, 208870.0]","[215174.0, 215748.0, 215928.0]","[178757.0, 178442.5, 178097.0]",0,"[198300, 205000, 206500]"
103140,KOSPI,풍산,"[38.96, 32.15, 30.26]","[-2288.1441, -2756.8497, -3228.2645]","[-1454.8131, -1715.2204, -2017.8293]","[32759053.0, 32911935.0, 33185707.0]","[33302728.0, 33464772.0, 33570143.0]","[33586268.0, 33647302.0, 33691097.0, 33731758.0]",24101.0,18561457805.0,13147852000.0,0.0054553138873905645,16.38,5251.0,2026-05-18,1,1,Materials,상승(+1.52%) KODEX 소재산업,"[97075.0, 97880.0, 98525.0]","[99002.0, 99650.0, 100138.0]","[113330.0, 113701.5, 114067.0]",0,"[86000, 87700, 92800]"
026960,KOSPI,동서,"[47.8, 43.21, 39.5]","[-541.129, -518.0457, -533.9429]","[-397.4631, -421.5796, -444.0523]","[10691231.0, 10791968.0, 11011044.0]","[10914015.0, 10952111.0, 10988631.0]","[11050465.0, 11082962.0, 11107101.0, 11116961.0]",24775.0,2538002550.0,2503314450.0,0.0010104195560040362,17.1,1453.0,2026-05-18,2,2,Consumer Staples,상승(+2.40%) KODEX 필수소비재,"[26000.0, 26140.0, 26245.0]","[26407.0, 26419.0, 26405.0]","[27260.25, 27289.25, 27315.75]",0,"[24850, 25350, 25900]"
005850,KOSPI,에스엘,"[58.52, 64.06, 51.03]","[1989.4524, 2347.1108, 2034.198]","[1575.652, 1729.9438, 1790.7946]","[16992276.0, 17301002.0, 16623645.0]","[16809672.0, 16744152.0, 16631781.0]","[16449663.0, 16401213.0, 16323018.0, 16269790.0]",30099.0,18309181180.0,20005444800.0,0.006646547991627629,9.68,6692.0,2026-05-18,2,2,Consumer Discretionary,상승(+25.74%) TIGER 200 경기소비재,"[64885.0, 64655.0, 63985.0]","[62090.0, 62114.0, 61874.0]","[46645.0, 46482.25, 46284.25]",0,"[64800, 71900, 67900]"
001450,KOSPI,현대해상,"[62.84, 65.49, 78.95]","[153.0257, 337.1977, 876.5097]","[40.2055, 99.6039, 254.9851]","[-3834397.0, -7347666.0, -8666578.0]","[-9049442.0, -9751051.0, -10116676.0]","[-9909183.0, -10234807.0, -10403965.0, -10482305.0]",32693.0,21915281355.0,134733866150.0,0.04121183927752118,3.36,11407.0,2026-05-18,3,0,Financials,하락(-0.85%) TIGER 200 금융,"[31232.5, 30840.0, 30677.5]","[30739.0, 30586.0, 30503.0]","[29317.5, 29262.25, 29234.75]",1,"[38350, 33350, 32750]"
008930,KOSPI,한미사이언스,"[38.95, 37.62, 34.55]","[-879.834, -944.2877, -1051.8307]","[-535.8167, -617.5109, -704.3749]","[26543920.0, 26714141.0, 26900435.0]","[26790579.0, 26853208.0, 26889326.0]","[27062200.0, 27111632.0, 27147403.0, 27169206.0]",23356.0,4219324240.0,5813047150.0,0.0024888881443740365,19.73,1731.0,2026-05-18,2,2,Health Care,하락(-10.05%) TIGER 헬스케어,"[37390.0, 37690.0, 37907.5]","[37758.0, 37842.0, 37840.0]","[39686.5, 39758.25, 39832.5]",0,"[34150, 35000, 35350]"
139480,KOSPI,이마트,"[68.27, 47.87, 44.93]","[3674.3938, 2909.8864, 2014.5045]","[3014.339, 2993.4485, 2797.6597]","[9974753.0, 10199888.0, 10751308.0]","[10337730.0, 10358619.0, 10377227.0]","[10163744.0, 10149370.0, 10108442.0, 10030163.0]",27375.0,25814471795.0,22333392000.0,0.008158316712328768,20.16,4921.0,2026-05-18,1,1,Consumer Discretionary,상승(+25.74%) TIGER 200 경기소비재,"[106090.0, 106305.0, 106065.0]","[99542.0, 99386.0, 99110.0]","[87517.0, 87497.0, 87461.5]",0,"[99200, 102500, 118700]"
051600,KOSPI,한전KPS,"[40.48, 39.02, 35.68]","[-545.025, -703.3121, -915.0379]","[161.2918, -11.629, -192.3108]","[16599154.0, 16770121.0, 17019825.0]","[16915434.0, 16986276.0, 17063943.0]","[17189400.0, 17206153.0, 17202663.0, 17176759.0]",24840.0,12605601620.0,9437378400.0,0.0037992666666666667,19.99,2761.0,2026-05-18,1,1,Utilities,상승(+22.34%) TIGER KRX 기후변화솔루션,"[59990.0, 60220.0, 60350.0]","[59242.0, 59230.0, 59126.0]","[54351.5, 54338.5, 54319.5]",0,"[55200, 56400, 56900]"
112610,KOSPI,씨에스윈드,"[35.22, 32.3, 32.19]","[-1674.4009, -2271.3606, -2721.1569]","[395.3727, -137.974, -654.6106]","[17782790.0, 18085365.0, 18507418.0]","[18941168.0, 19345878.0, 19767257.0]","[20447252.0, 20620233.0, 20755154.0, 20841030.0]",22224.0,33454268815.0,15945702500.0,0.00717499212562995,64.03,823.0,2026-05-18,1,3,Energy,상승(+6.22%) KODEX 에너지화학,"[64265.0, 64960.0, 65520.0]","[62829.0, 62705.0, 62497.0]","[48500.5, 48495.0, 48465.5]",0,"[52700, 52800, 55300]"
004800,KOSPI,효성,"[67.47, 57.18, 52.84]","[27598.4164, 24739.5441, 21420.0339]","[25021.7446, 24965.3045, 24256.2504]","[4097785.0, 4163956.0, 4246789.0]","[4359187.0, 4369885.0, 4384494.0]","[4116817.0, 4093946.0, 4065950.0, 4032572.0]",36159.0,23774029995.0,14292936000.0,0.003952801792084958,10.96,19707.0,2026-05-18,0,2,Industrials,하락(-8.37%) KODEX 산업재,"[216395.0, 213455.0, 209955.0]","[171908.0, 170510.0, 168620.0]","[131129.0, 130436.0, 129695.5]",0,"[216000, 226000, 246000]"
017960,KOSPI,한국카본,"[31.73, 27.85, 24.74]","[-805.4165, -1319.1737, -1874.178]","[449.7634, 95.976, -298.0548]","[47161042.0, 47735132.0, 48668217.0]","[49701757.0, 50293701.0, 50860949.0]","[51804355.0, 52111128.0, 52361908.0, 52535693.0]",19160.0,28407622425.0,21040398500.0,0.010981418841336117,18.7,1960.0,2026-05-18,0,3,Industrials,하락(-8.37%) KODEX 산업재,"[47482.5, 48210.0, 48827.5]","[46203.0, 46239.0, 46190.0]","[36157.25, 36106.75, 36043.5]",0,"[36650, 38750, 40950]"
097230,KOSPI,HJ중공업,"[39.29, 36.91, 34.37]","[-278.9662, -495.8026, -727.8447]","[442.1209, 254.5362, 58.06]","[309790508.0, 312555764.0, 313878284.0]","[314203539.0, 315238741.0, 316104685.0]","[316401755.0, 316148189.0, 315831309.0, 315348214.0]",20858.0,77951434162.5,63877413600.0,0.03062489864800077,38.18,605.0,2026-05-18,1,2,Industrials,하락(-8.37%) KODEX 산업재,"[27982.5, 28202.5, 28392.5]","[26428.0, 26419.0, 26326.8]","[23486.1, 23408.3, 23325.35]",0,"[23100, 23950, 24700]"
009420,KOSPI,한올바이오파마,"[45.54, 45.21, 35.95]","[-1648.6679, -1543.8317, -1834.9847]","[-1571.9617, -1566.3357, -1620.0655]","[27671811.0, 28121720.0, 28538180.0]","[28136268.0, 28260048.0, 28369585.0]","[28794618.0, 28867976.0, 28904638.0, 28901406.0]",21654.0,17017778347.5,18648728050.0,0.008612140043409993,0.0,-106.0,2026-05-18,1,2,Health Care,하락(-10.05%) TIGER 헬스케어,"[47477.5, 47852.5, 47947.5]","[50971.0, 51264.0, 51321.0]","[43432.75, 43368.75, 43283.5]",0,"[41450, 46350, 46500]"
120110,KOSPI,코오롱인더,"[49.91, 40.38, 38.93]","[1985.9432, 1042.4804, 179.7391]","[3562.8239, 3058.7552, 2482.952]","[11391890.0, 11775684.0, 12469802.0]","[12845720.0, 13115063.0, 13388763.0]","[12948191.0, 12957895.0, 12959156.0, 12936943.0]",23508.0,42897637330.0,30127829000.0,0.012815989875786965,62.1,1264.0,2026-05-18,3,2,Materials,상승(+1.52%) KODEX 소재산업,"[89690.0, 90140.0, 90625.0]","[81976.0, 81634.0, 81150.0]","[52871.75, 52699.5, 52517.5]",0,"[78500, 79900, 87600]"
204320,KOSPI,HL만도,"[67.59, 63.26, 53.43]","[2490.3938, 2495.5687, 2215.913]","[1755.8663, 1903.8068, 1966.228]","[36028174.0, 36637397.0, 38817311.0]","[37707816.0, 37757750.0, 37699263.0]","[36543460.0, 36503498.0, 36419474.0, 36214165.0]",27470.0,41012243850.0,35639545500.0,0.01297398816891154,27.46,2130.0,2026-05-18,2,1,Consumer Discretionary,상승(+25.74%) TIGER 200 경기소비재,"[57560.0, 57300.0, 56850.0]","[53865.0, 53773.0, 53499.0]","[47546.5, 47428.5, 47295.0]",0,"[58500, 61700, 62900]"
383220,KOSPI,F&F,"[72.33, 73.01, 65.22]","[5043.4418, 5143.7285, 4948.2981]","[3663.9874, 3959.9356, 4157.6081]","[3319071.0, 3375945.0, 3267312.0]","[3210121.0, 3139746.0, 3015836.0]","[2661368.0, 2592041.0, 2514858.0, 2439443.0]",31220.0,8874088620.0,4635231000.0,0.0014846992312620116,7.83,10404.0,2026-05-18,1,1,Consumer Discretionary,상승(+25.74%) TIGER 200 경기소비재,"[74505.0, 73765.0, 72815.0]","[67488.0, 67128.0, 66692.0]","[68251.0, 68233.0, 68206.5]",0,"[81500, 84200, 83600]"
001430,KOSPI,세아베스틸지주,"[52.83, 49.14, 56.51]","[810.2456, 634.0983, 919.6341]","[970.6375, 903.3297, 906.5906]","[15391570.0, 14873535.0, 15439901.0]","[15258607.0, 15306822.0, 15447107.0]","[15350682.0, 15333345.0, 15334007.0, 15295341.0]",27076.0,22754297910.0,39111642500.0,0.014445133143743537,48.18,1567.0,2026-05-18,1,2,Materials,상승(+1.52%) KODEX 소재산업,"[72000.0, 71750.0, 71655.0]","[68958.0, 68668.0, 68436.0]","[47991.0, 47784.5, 47602.25]",0,"[75500, 70100, 72500]"
020150,KOSPI,롯데에너지머티리얼즈,"[56.68, 48.79, 47.06]","[6264.9727, 5190.2997, 4177.4898]","[7045.941, 6674.8127, 6175.3481]","[18526890.0, 18870611.0, 19315855.0]","[19768130.0, 20006588.0, 20070125.0]","[19128750.0, 18979458.0, 18796594.0, 18579237.0]",31315.0,38120035665.0,20554515800.0,0.006563792367874821,0.0,-3065.0,2026-05-18,1,1,Information Technology,상승(+50.13%) TIGER 200 IT,"[66520.0, 65972.5, 65222.5]","[51523.0, 51072.0, 50513.0]","[36671.0, 36504.25, 36316.25]",0,"[59800, 61200, 66900]"
000240,KOSPI,한국앤컴퍼니,"[46.65, 53.82, 45.11]","[-320.3276, -221.4722, -253.1784]","[-266.8366, -257.7637, -256.8467]","[6666198.0, 6813331.0, 6256123.0]","[6398998.0, 6371467.0, 6311325.0]","[6270494.0, 6244229.0, 6214186.0, 6207112.0]",22832.0,3658583580.0,3538548650.0,0.0015498198361948144,6.57,3658.0,2026-05-18,1,2,Consumer Discretionary,상승(+25.74%) TIGER 200 경기소비재,"[24737.5, 24805.0, 24807.5]","[25093.0, 25128.0, 25106.0]","[25387.5, 25391.5, 25391.75]",0,"[24050, 25450, 24400]"
483650,KOSPI,달바글로벌,"[74.51, 59.95, 55.95]","[17651.9078, 16762.9396, 15237.2472]","[16173.9316, 16291.7332, 16080.836]","[20883615.0, 21061244.0, 21372127.0]","[20447707.0, 20352187.0, 20248615.0]","[20121406.0, 20024649.0, 19925384.0, 19800683.0]",28383.0,59314657855.0,40588226500.0,0.014300189021597435,34.63,6599.0,2026-05-18,1,1,Consumer Discretionary,상승(+25.74%) TIGER 200 경기소비재,"[226200.0, 224210.0, 221885.0]","[185152.0, 183570.0, 181670.0]","[165967.5, 165880.0, 165752.5]",0,"[228500, 236500, 260000]"
000120,KOSPI,CJ대한통운,"[31.94, 28.52, 24.73]","[-3015.1896, -3306.3216, -3752.0082]","[-2535.8945, -2689.9799, -2902.3855]","[-226606.0, -146136.0, -56987.0]","[128287.0, 200404.0, 257781.0]","[297764.0, 333524.0, 360355.0, 388456.0]",20349.0,8041374935.0,7177924000.0,0.0035274087178731144,8.41,10612.0,2026-05-18,1,2,Industrials,하락(-8.37%) KODEX 산업재,"[100180.0, 100995.0, 101555.0]","[105304.0, 105804.0, 106166.0]","[96967.5, 96982.5, 96982.0]",0,"[89200, 92400, 94800]"
003690,KOSPI,코리안리,"[49.51, 63.2, 73.8]","[-149.8103, -53.8205, 124.9045]","[-130.7073, -115.3299, -67.283]","[16163148.0, 13783153.0, 12041374.0]","[12886447.0, 12535616.0, 12496328.0]","[13380484.0, 13244133.0, 13204895.0, 13241219.0]",25483.0,6482422772.5,34319527900.0,0.013467616803359101,8.72,1653.0,2026-05-18,3,1,Financials,하락(-0.85%) TIGER 200 금융,"[12361.5, 12249.5, 12199.0]","[12565.6, 12539.4, 12524.0]","[11678.3, 11661.35, 11650.65]",1,"[14420, 13130, 12200]"
282330,KOSPI,BGF리테일,"[62.99, 56.69, 51.93]","[1659.7112, 1960.1573, 1814.2373]","[1126.1554, 1292.9558, 1397.2121]","[1167922.0, 1219398.0, 1274173.0]","[1152663.0, 1141016.0, 1118738.0]","[1069688.0, 1060630.0, 1046102.0, 1026872.0]",23541.0,9187914675.0,7011031200.0,0.002978221485918185,12.06,11297.0,2026-05-18,2,0,Consumer Discretionary,상승(+25.74%) TIGER 200 경기소비재,"[134600.0, 134660.0, 134260.0]","[130528.0, 130110.0, 129534.0]","[117641.5, 117563.0, 117464.5]",0,"[136200, 140700, 146000]"
004370,KOSPI,농심,"[58.12, 62.91, 59.81]","[-1365.1113, 569.4113, 1759.4855]","[-1599.0129, -1165.3281, -580.3654]","[721597.0, 768822.0, 681955.0]","[681063.0, 679581.0, 670313.0]","[697587.0, 699053.0, 696888.0, 698291.0]",24026.0,10605519700.0,18653875000.0,0.00776403687671689,14.12,27970.0,2026-05-18,2,1,Consumer Staples,상승(+2.40%) KODEX 필수소비재,"[379550.0, 378875.0, 377775.0]","[376760.0, 376800.0, 376560.0]","[413400.0, 413450.0, 413507.5]",0,"[395000, 399000, 389500]"
081660,KOSPI,미스토홀딩스,"[36.91, 44.17, 52.52]","[-1545.3683, -1397.1791, -1129.5417]","[-1271.1118, -1296.3253, -1262.9686]","[2151904.0, 1934641.0, 1673035.0]","[1888183.0, 1932407.0, 2020426.0]","[2425414.0, 2476344.0, 2530526.0, 2590297.0]",21715.0,6979237082.5,8886056700.0,0.004092128344462353,10.93,3743.0,2026-05-18,2,1,Consumer Discretionary,상승(+25.74%) TIGER 200 경기소비재,"[40112.5, 40222.5, 40397.5]","[42316.0, 42460.0, 42616.0]","[42183.5, 42162.0, 42149.75]",0,"[40900, 39200, 38000]"
030000,KOSPI,제일기획,"[47.63, 50.88, 45.03]","[-212.487, -174.5421, -170.7443]","[-178.1001, -177.3885, -176.0597]","[7474196.0, 7816914.0, 6557722.0]","[6975872.0, 6960029.0, 6960353.0]","[7179097.0, 7155156.0, 7097439.0, 7085547.0]",22134.0,8892272438.0,6593894320.0,0.002979079389175025,10.67,1804.0,2026-05-18,1,1,Communication Services,하락(-6.38%) TIGER 미디어컨텐츠,"[19527.0, 19556.0, 19560.5]","[19776.6, 19799.8, 19803.8]","[20708.3, 20719.1, 20730.65]",0,"[19240, 19590, 19410]"
298020,KOSPI,효성티앤씨,"[47.14, 41.0, 37.25]","[6794.7646, 2898.8969, -1622.3543]","[19013.0747, 15790.2391, 12307.7204]","[141741.0, 186558.0, 216026.0]","[246874.0, 273410.0, 298508.0]","[371508.0, 388228.0, 402707.0, 412166.0]",18263.0,20105663250.0,18912774000.0,0.010355787110551387,168.87,2499.0,2026-05-18,1,2,Consumer Discretionary,상승(+25.74%) TIGER 200 경기소비재,"[496350.0, 500250.0, 503250.0]","[434960.0, 433230.0, 430870.0]","[299882.5, 299075.0, 298147.5]",0,"[422000, 440000, 465000]"
023590,KOSPI,다우기술,"[39.85, 37.88, 40.42]","[-732.2989, -910.1528, -991.2617]","[-237.4875, -372.0206, -495.8688]","[3596331.0, 3507777.0, 3622462.0]","[3706437.0, 3725453.0, 3742916.0]","[3816926.0, 3842438.0, 3870262.0, 3890091.0]",19133.0,3550446890.0,3914086800.0,0.0020457256049756962,3.93,11260.0,2026-05-18,1,2,Financials,하락(-0.85%) TIGER 200 금융,"[47225.0, 47520.0, 47835.0]","[47464.0, 47596.0, 47607.0]","[41312.0, 41278.75, 41250.0]",0,"[44200, 43600, 44350]"
192820,KOSPI,코스맥스,"[42.95, 38.97, 36.61]","[1217.433, -544.4101, -2341.3593]","[4497.4037, 3489.041, 2322.9609]","[4195538.0, 4261513.0, 4357457.0]","[4274073.0, 4273746.0, 4274463.0]","[4256892.0, 4246501.0, 4228304.0, 4200935.0]",20475.0,20507365915.0,11901890000.0,0.005812888888888889,16.64,10843.0,2026-05-18,1,2,Consumer Discretionary,상승(+25.74%) TIGER 200 경기소비재,"[209780.0, 210935.0, 211550.0]","[195922.0, 195656.0, 195156.0]","[196777.5, 197078.0, 197364.5]",0,"[180400, 185700, 193900]"
018670,KOSPI,SK가스,"[63.31, 67.16, 44.53]","[6856.3214, 8120.7548, 5788.0944]","[5852.9706, 6306.5275, 6202.8409]","[685913.0, 750054.0, 702342.0]","[668052.0, 666439.0, 663417.0]","[629288.0, 621799.0, 609928.0, 601386.0]",23097.0,8220507150.0,16003179500.0,0.0069286831623154525,9.8,25453.0,2026-05-18,0,1,Energy,상승(+6.22%) KODEX 에너지화학,"[263200.0, 263025.0, 260550.0]","[252440.0, 252210.0, 250760.0]","[244572.5, 244735.0, 244680.0]",0,"[249500, 290000, 281000]"
000155,KOSPI,두산우,"[61.93, 58.36, 54.48]","[44868.4815, 40999.0483, 36223.8622]","[42875.3925, 42500.1237, 41244.8714]","[2961612.0, 2988435.0, 3012657.0]","[3037055.0, 3048882.0, 3055334.0]","[2997423.0, 2992987.0, 2988005.0, 2982919.0]",25737.0,14051003450.0,17274012000.0,0.006711742627345844,181.61,3546.0,2026-05-18,1,1,Industrials,하락(-8.37%) KODEX 산업재,"[640450.0, 635500.0, 629950.0]","[558620.0, 555900.0, 552040.0]","[482447.5, 481117.5, 479752.5]",0,"[644000, 660000, 674000]"
011210,KOSPI,현대위아,"[67.74, 58.63, 53.21]","[3150.6265, 3136.9932, 2827.3147]","[1683.2611, 1974.0075, 2144.669]","[11817559.0, 12084562.0, 12701977.0]","[11596313.0, 11373876.0, 11103025.0]","[10578085.0, 10475884.0, 10330251.0, 10146279.0]",24204.0,38443089865.0,23763267000.0,0.009817909023301933,24.44,3641.0,2026-05-18,1,1,Consumer Discretionary,상승(+25.74%) TIGER 200 경기소비재,"[87210.0, 87025.0, 86430.0]","[83814.0, 83854.0, 83576.0]","[68998.75, 68812.25, 68605.75]",0,"[89000, 92300, 97000]"
005440,KOSPI,현대지에프홀딩스,"[56.71, 52.35, 46.84]","[185.2013, 177.4732, 118.3417]","[195.4101, 191.8227, 177.1265]","[27306148.0, 27546891.0, 28114526.0]","[27512824.0, 27487050.0, 27411976.0]","[27171780.0, 27090116.0, 26972105.0, 26836065.0]",22107.0,6840300044.5,3413735740.0,0.001544187696204822,5.37,2643.0,2026-05-18,2,1,Industrials,하락(-8.37%) KODEX 산업재,"[14758.5, 14779.0, 14714.0]","[14433.8, 14443.0, 14422.8]","[10286.45, 10262.2, 10235.35]",0,"[14180, 14820, 15270]"
