티커,종목명,날짜,외국인순매수,기관순매수
026960,동서,20260205,31585,-16082
004370,농심,20260205,25255,1
010060,OCI홀딩스,20260205,-32966,22210
051600,한전KPS,20260205,12489,13040
020150,롯데에너지머티리얼즈,20260205,41702,223114
005850,에스엘,20260205,38158,-31400
000120,CJ대한통운,20260205,1137,95303
475830,오름테라퓨틱,20260205,2528,-5474
035900,JYP Ent.,20260205,28167,-39256
002790,아모레퍼시픽홀딩스,20260205,84537,21390
004800,효성,20260205,2631,247
041510,에스엠,20260205,31077,-48574
030000,제일기획,20260205,-19474,95148
098460,고영,20260205,-601074,-70306
003690,코리안리,20260205,-124028,167398
00680K,미래에셋증권2우B,20260205,191161,25546
069960,현대백화점,20260205,-49723,60272
083650,비에이치아이,20260205,-113196,-13783
064760,티씨케이,20260205,-840,11421
336260,두산퓨얼셀,20260205,-176349,16759
067310,하나마이크론,20260205,138009,-29983
011210,현대위아,20260205,26231,-7186
047040,대우건설,20260205,-147104,-133712
192820,코스맥스,20260205,22506,5227
290650,엘앤씨바이오,20260205,123733,-9084
440110,파두,20260205,-378642,110189
084370,유진테크,20260205,12489,-43629
323280,태성,20260205,-12013,11260
445680,큐리옥스바이오시스템즈,20260205,-6834,682
097230,HJ중공업,20260205,-113037,11882
160190,하이젠알앤엠,20260205,23843,-11559
282330,BGF리테일,20260205,23308,-11737
023590,다우기술,20260205,254,-304
458870,씨어스테크놀로지,20260205,-15153,47943
018670,SK가스,20260205,1855,-627
483650,달바글로벌,20260205,138789,29335
032350,롯데관광개발,20260205,-96196,401481
036930,주성엔지니어링,20260205,-23337,-243248
361610,SK아이이테크놀로지,20260205,766,-43508
222800,심텍,20260205,-15060,-46857
491000,리브스메드,20260205,-97872,22206
099320,쎄트렉아이,20260205,21040,-84975
038500,삼표시멘트,20260205,0,0
006280,녹십자,20260205,35702,6559
008770,호텔신라,20260205,193250,255473
462870,시프트업,20260205,-18566,142
476830,알지노믹스,20260205,-40634,21788
039200,오스코텍,20260205,24194,4933
178320,서진시스템,20260205,111393,-80305
034230,파라다이스,20260205,-300751,522889
069620,대웅제약,20260205,7230,-12422
065350,신성델타테크,20260205,4085,-28146
006040,동원산업,20260205,3660,-2497
437730,삼현,20260205,45341,5495
101490,에스앤에스텍,20260205,38239,-12031
003380,하림지주,20260205,-589066,-469079
000155,두산우,20260205,-2522,-1165
112610,씨에스윈드,20260205,-9929,-6217
140860,파크시스템스,20260205,2229,-9754
073240,금호타이어,20260205,-157084,-135087
017960,한국카본,20260205,-137303,130492
375500,DL이앤씨,20260205,-26071,-39214
082270,젬백스,20260205,28327,-49906
007070,GS리테일,20260205,-406382,93343
085660,차바이오텍,20260205,80987,-122720
348370,엔켐,20260205,39013,-43262
466100,클로봇,20260205,-27445,-21348
085620,미래에셋생명,20260205,-10521,-9422
395400,SK리츠,20260205,-14605,52928
281740,레이크머티리얼즈,20260205,-39156,44542
298020,효성티앤씨,20260205,-800,3753
006360,GS건설,20260205,109786,-93869
089030,테크윙,20260205,-118790,-22113
003570,SNT다이내믹스,20260205,-13080,-14471
005070,코스모신소재,20260205,-16645,-10872
161890,한국콜마,20260205,42591,-17897
001120,LX인터내셔널,20260205,-14761,82106
120110,코오롱인더,20260205,-36183,6053
090710,휴림로봇,20260205,-178776,21695
043260,성호전자,20260205,-52831,-9744
020560,아시아나항공,20260205,39412,-24127
007340,DN오토모티브,20260205,-11467,18792
007310,오뚜기,20260205,3041,684
005440,현대지에프홀딩스,20260205,8023,18372
032820,우리기술,20260205,-462293,-361942
319660,피에스케이,20260205,185565,-139418
035760,CJ ENM,20260205,-10349,16126
003540,대신증권,20260205,15571,-58071
007390,네이처셀,20260205,79798,-70322
232140,와이씨,20260205,23292,29929
195940,HK이노엔,20260205,6486,-25697
060370,LS마린솔루션,20260205,-93508,-82560
397030,에이프릴바이오,20260205,-7140,68483
031980,피에스케이홀딩스,20260205,154836,-149896
080220,제주반도체,20260205,-106295,-31136
388720,유일로보틱스,20260205,26934,-45432
003090,대웅,20260205,-3100,2811
293490,카카오게임즈,20260205,-56118,-65571
001800,오리온홀딩스,20260205,35487,-1674
000500,가온전선,20260205,-18842,6963
096530,씨젠,20260205,-6254,-16633
456160,지투지바이오,20260205,-49832,40059
003530,한화투자증권,20260205,176372,-196880
253450,스튜디오드래곤,20260205,21250,10215
294870,HDC현대산업개발,20260205,-139837,-37353
347700,스피어,20260205,-28916,-32667
030610,교보증권,20260205,-6308,26004
007810,코리아써키트,20260205,-40909,-8452
122870,와이지엔터테인먼트,20260205,-8495,-4706
300720,한일시멘트,20260205,-28313,-8592
077970,STX엔진,20260205,-81852,-152547
229640,LS에코에너지,20260205,-56585,21084
330590,롯데리츠,20260205,-28951,109909
071320,지역난방공사,20260205,24450,6014
095610,테스,20260205,101986,-141523
204270,제이앤티씨,20260205,23739,-32037
000080,하이트진로,20260205,-30672,-56376
004000,롯데정밀화학,20260205,-14779,-6716
005300,롯데칠성,20260205,-4437,1105
115180,큐리언트,20260205,42492,-31400
174900,앱클론,20260205,-15018,-5
328130,루닛,20260205,67055,1426
415640,KB발해인프라,20260205,-42304,2994
185750,종근당,20260205,12870,-562
218410,RFHIC,20260205,70504,-37795
166090,하나머티리얼즈,20260205,81948,-29366
100790,미래에셋벤처투자,20260205,139933,-40704
137400,피엔티,20260205,66700,-35680
348340,뉴로메카,20260205,-47173,19620
499790,GS피앤엘,20260205,4488,25258
131970,두산테스나,20260205,35170,4443
089860,롯데렌탈,20260205,15346,24106
051915,LG화학우,20260205,-885,-5022
000815,삼성화재우,20260205,-4802,8157
161580,필옵틱스,20260205,60632,4937
388210,씨엠티엑스,20260205,1346,-27840
082640,동양생명,20260205,-21521,-28538
012630,HDC,20260205,-78505,-55899
249420,일동제약,20260205,-208669,1575
001740,SK네트웍스,20260205,16359,-6885
124500,아이티센글로벌,20260205,42795,-2958
006730,서부T&D,20260205,-37468,235134
078600,대주전자재료,20260205,7191,-27630
183300,코미코,20260205,52365,-69659
036540,SFA반도체,20260205,149836,-15845
484870,엠앤씨솔루션,20260205,-6295,-9588
285130,SK케미칼,20260205,-16721,-7114
280360,롯데웰푸드,20260205,8070,-3003
298050,HS효성첨단소재,20260205,2056,109
056190,에스에프에이,20260205,32650,-15448
056080,유진로봇,20260205,44302,4427
192080,더블유게임즈,20260205,10822,-2297
100090,SK오션플랜트,20260205,-148960,-26916
365550,ESR켄달스퀘어리츠,20260205,-15000,70912
036830,솔브레인홀딩스,20260205,14337,-11509
137310,에스디바이오센서,20260205,27025,-26266
009240,한샘,20260205,992,-22140
241710,코스메카코리아,20260205,32586,-13777
075580,세진중공업,20260205,-145790,-1507
000670,영풍,20260205,27,-3262
195870,해성디에스,20260205,98788,-83550
181710,NHN,20260205,10868,-8638
376300,디어유,20260205,322649,105228
189300,인텔리안테크,20260205,51579,-31578
417200,LS머트리얼즈,20260205,92202,-136009
127120,제이에스링크,20260205,44031,29541
033100,제룡전기,20260205,-17974,132889
003240,태광산업,20260205,-891,-133
222080,씨아이에스,20260205,-174949,-115749
006120,SK디스커버리,20260205,1070,-498
112040,위메이드,20260205,5453,-29366
079160,CJ CGV,20260205,340557,-3975
192400,쿠쿠홀딩스,20260205,-4410,1074
078160,메디포스트,20260205,47638,12494
006650,대한유화,20260205,-3234,5239
030190,NICE평가정보,20260205,-826,2052
086900,메디톡스,20260205,13734,-9326
131290,티에스이,20260205,3502,8643
000210,DL,20260205,-30371,16233
281820,케이씨텍,20260205,22626,-15517
213420,덕산네오룩스,20260205,12806,-55908
389470,인벤티지랩,20260205,-39990,2006
036530,SNT홀딩스,20260205,2127,1422
317450,명인제약,20260205,-13828,1407
295310,에이치브이엠,20260205,-130601,-130556
00088K,한화3우B,20260205,-12369,-1678
322000,HD현대에너지솔루션,20260205,-54966,17488
082920,비츠로셀,20260205,24431,-20320
048410,현대바이오,20260205,229859,-137728
032190,다우데이타,20260205,9405,-21053
490470,세미파이브,20260205,-95995,-54720
064960,SNT모티브,20260205,4590,-12949
108320,LX세미콘,20260205,-8855,41311
079900,전진건설로봇,20260205,-20464,-2041
036810,에프에스티,20260205,30227,-34809
060250,NHN KCP,20260205,146612,-57924
004490,세방전지,20260205,9565,-8628
358570,지아이이노베이션,20260205,109576,-129694
100840,SNT에너지,20260205,23522,3632
042000,카페24,20260205,37595,-49099
003470,유안타증권,20260205,-52551,14234
102940,코오롱생명과학,20260205,-21115,-1091
009450,경동나비엔,20260205,31649,33016
093370,후성,20260205,-99830,-72146
003160,디아이,20260205,93759,-27672
002350,넥센타이어,20260205,285412,-82694
002020,코오롱,20260205,4274,-11432
014820,동원시스템즈,20260205,-5669,-2180
376900,로킷헬스케어,20260205,51240,-23888
071055,한국금융지주우,20260205,-2046,12789
033500,동성화인텍,20260205,-104857,126012
468530,프로티나,20260205,14942,-53234
052400,코나아이,20260205,-3139,-6960
066575,LG전자우,20260205,-8750,-17860
348210,넥스틴,20260205,49260,-77216
014620,성광벤드,20260205,53507,-19343
121600,나노신소재,20260205,13526,-15139
451800,한화리츠,20260205,-15036,96526
005690,파미셀,20260205,-121267,-8522
486990,노타,20260205,-58302,-65399
225570,넥슨게임즈,20260205,327,-65057
069260,TKG휴켐스,20260205,-5236,16029
010780,아이에스동서,20260205,-27787,105073
009520,포스코엠텍,20260205,-28853,-28531
214430,아이쓰리시스템,20260205,8709,-6316
007700,F&F홀딩스,20260205,6233,-4109
086450,동국제약,20260205,115089,-65449
003850,보령,20260205,-44324,-4498
114090,GKL,20260205,428,-22460
060280,큐렉소,20260205,-102934,-26224
033240,자화전자,20260205,59684,-52346
336570,원텍,20260205,-130534,-126213
067160,SOOP,20260205,-3084,-8854
003620,KG모빌리티,20260205,-781293,230017
090360,로보스타,20260205,-44998,-807
001060,JW중외제약,20260205,-41134,17910
214320,이노션,20260205,112307,-6075
001680,대상,20260205,46963,-1369
102710,이엔에프테크놀로지,20260205,20324,9969
248070,솔루엠,20260205,3627,19099
0001A0,덕양에너젠,20260205,88191,919
365340,성일하이텍,20260205,13288,-9763
476060,온코닉테라퓨틱스,20260205,-45286,29504
399720,가온칩스,20260205,554,-21821
383310,에코프로에이치엔,20260205,50174,-20816
171090,선익시스템,20260205,-97278,18878
025980,아난티,20260205,29805,-76220
125490,한라캐스트,20260205,-93527,-67688
039130,하나투어,20260205,-10583,5605
420770,기가비스,20260205,-40759,35758
025540,한국단자,20260205,8819,-3853
032500,케이엠더블유,20260205,17732,-43416
005180,빙그레,20260205,20517,6262
000370,한화손해보험,20260205,29552,29763
381970,케이카,20260205,7518,-3188
424870,이뮨온시아,20260205,-56812,1632
0120G0,삼양바이오팜,20260205,-18317,-1711
074600,원익QnC,20260205,44970,16632
001270,부국증권,20260205,-775,875
253590,네오셈,20260205,-50221,-23828
00104K,CJ4우(전환),20260205,1661,140
023160,태광,20260205,-78335,19515
251970,펌텍코리아,20260205,-5917,-3878
126340,비나텍,20260205,-29810,22984
057050,현대홈쇼핑,20260205,1646,2868
005250,녹십자홀딩스,20260205,14819,-9693
287840,인투셀,20260205,-20361,10209
372320,큐로셀,20260205,-2494,10661
000640,동아쏘시오홀딩스,20260205,7211,-3422
053800,안랩,20260205,6780,-9947
293940,신한알파리츠,20260205,64735,23289
058650,세아홀딩스,20260205,-200,-95
272290,이녹스첨단소재,20260205,13043,-93163
017940,E1,20260205,-1450,-2035
005880,대한해운,20260205,-1160372,73772
475150,SK이터닉스,20260205,-158905,41232
019170,신풍제약,20260205,7468,1041
456040,OCI,20260205,-28307,-110
318060,그래피,20260205,-1894,-2634
252990,샘씨엔에스,20260205,141033,256513
018290,브이티,20260205,32337,-31263
950210,프레스티지바이오파마,20260205,8577,3987
488900,비츠로넥스텍,20260205,-44556,-52322
376270,HEM파마,20260205,8173,-638
008730,율촌화학,20260205,-6921,-12450
025320,시노펙스,20260205,-179385,-117517
383800,LX홀딩스,20260205,13590,-1678
002840,미원상사,20260205,1091,-474
268280,미원에스씨,20260205,-5,-501
041190,우리기술투자,20260205,-73669,-114674
089970,브이엠,20260205,13747,-343646
064260,다날,20260205,-19628,-12035
475960,토모큐브,20260205,25507,-4864
211050,인카금융서비스,20260205,-16194,-19573
093320,케이아이엔엑스,20260205,3012,-41
029530,신도리코,20260205,-17217,-2593
119850,지엔씨에너지,20260205,-27820,40909
084110,휴온스글로벌,20260205,-8251,-565
094170,동운아나텍,20260205,23258,-1
001570,금양,20260205,0,0
278280,천보,20260205,-12477,-43493
042520,한스바이오메드,20260205,16575,-1521
389650,넥스트바이오메디컬,20260205,-15352,-1931
005420,코스모화학,20260205,-18190,-32803
105630,한세실업,20260205,30543,70162
006380,카프로,20260205,0,0
095660,네오위즈,20260205,33722,-18673
015750,성우하이텍,20260205,17373,-85053
460930,현대힘스,20260205,-67984,421
478340,나라스페이스테크놀로지,20260205,-3860,-35222
090460,비에이치,20260205,86,-64584
006220,제주은행,20260205,-22745,5323
003545,대신증권우,20260205,502,-2500
044490,태웅,20260205,16843,-87562
002030,아세아,20260205,130,-618
036620,감성코퍼레이션,20260205,399020,-217612
004690,삼천리,20260205,1874,599
003030,세아제강지주,20260205,-6079,1041
002240,고려제강,20260205,-14280,-631
001500,현대차증권,20260205,-35847,7347
041960,코미팜,20260205,-24568,1836
079370,제우스,20260205,-15413,-72561
093050,LF,20260205,8489,-2124
377740,바이오노트,20260205,3368,5809
228760,지노믹트리,20260205,-3566,-2642
052020,에스티큐브,20260205,13958,0
030520,한글과컴퓨터,20260205,-3578,-19881
005389,현대차3우B,20260205,-4324,65
130660,한전산업,20260205,-114776,14425
002960,한국쉘석유,20260205,475,145
005810,풍산홀딩스,20260205,-1074,-242
059090,미코,20260205,123158,-85803
101730,위메이드맥스,20260205,11364,-30324
356860,티엘비,20260205,-57199,-37145
178920,PI첨단소재,20260205,-163753,28092
027360,아주IB투자,20260205,174931,-4561
016380,KG스틸,20260205,15201,-21660
016610,DB증권,20260205,-10902,-12119
336370,솔루스첨단소재,20260205,-391,-18821
089010,켐트로닉스,20260205,-44923,-897
284740,쿠쿠홈시스,20260205,-1205,9203
014830,유니드,20260205,4550,3305
053610,프로텍,20260205,535,-3742
000400,롯데손해보험,20260205,-25226,111900
077360,덕산하이메탈,20260205,-203796,491127
192650,드림텍,20260205,-105506,-1903
455900,엔젤로보틱스,20260205,-32153,9530
145720,덴티움,20260205,16125,-454
117730,티로보틱스,20260205,-35701,5716
170900,동아에스티,20260205,-3166,10803
090435,아모레퍼시픽우,20260205,-2718,7148
047920,HLB제약,20260205,-16709,821
220100,퓨쳐켐,20260205,-1227,-7445
104830,원익머트리얼즈,20260205,-4977,33601
094800,맵스리얼티,20260205,-15692,37230
099190,아이센스,20260205,37183,733
215600,신라젠,20260205,186984,2787
450950,아스테라시스,20260205,3530,-6467
050890,쏠리드,20260205,-62806,-67573
049630,재영솔루텍,20260205,112477,0
039440,에스티아이,20260205,60873,-40125
453340,현대그린푸드,20260205,11281,-9949
097520,엠씨넥스,20260205,-24586,-1375
199800,툴젠,20260205,-947,-3311
083450,GST,20260205,-8123,-35773
045100,한양이엔지,20260205,39945,-38335
105840,우진,20260205,-68840,36886
069080,웹젠,20260205,27568,-26488
034310,NICE,20260205,3326,740
145990,삼양사,20260205,10099,-599
025900,동화기업,20260205,14454,-11763
271940,일진하이솔루스,20260205,-3471,-13254
425420,티에프이,20260205,-41699,-4398
368770,파이버프로,20260205,-19483,-94202
017810,풀무원,20260205,25221,-24148
161000,애경케미칼,20260205,2401,-4298
003300,한일홀딩스,20260205,387,2948
053030,바이넥스,20260205,12061,-15668
230360,에코마케팅,20260205,-8154,38657
067630,HLB생명과학,20260205,-43132,20
200710,에이디테크놀로지,20260205,48161,-47356
206650,유바이오로직스,20260205,-27747,335
016800,퍼시스,20260205,575,-131
009900,명신산업,20260205,26366,-8992
016590,신대양제지,20260205,-1721,-35
215200,메가스터디교육,20260205,22394,-46318
009410,태영건설,20260205,108967,-47720
183190,아세아시멘트,20260205,3129,5714
484590,삼양컴텍,20260205,-48660,-184732
107640,한중엔시에스,20260205,-38517,12052
058970,엠로,20260205,11992,-3939
000070,삼양홀딩스,20260205,5109,-839
026890,스틱인베스트먼트,20260205,12238,-2656
475400,씨메스,20260205,-20268,-4855
091810,티웨이항공,20260205,148718,-43097
004700,조광피혁,20260205,230,-363
352480,씨앤씨인터내셔널,20260205,6929,-4618
041830,인바디,20260205,12710,-2326
348950,제이알글로벌리츠,20260205,-141263,-4597
089590,제주항공,20260205,175234,58073
200670,휴메딕스,20260205,-2124,-21599
031330,에스에이엠티,20260205,223886,-402545
024850,HLB이노베이션,20260205,-14065,-982
448730,삼성FN리츠,20260205,-1046,39572
037270,YG PLUS,20260205,-178839,9932
015360,INVENI,20260205,-1466,-1797
031430,신세계인터내셔날,20260205,5140,63484
128820,대성산업,20260205,-126530,173
034950,한국기업평가,20260205,618,-793
122640,예스티,20260205,-5691,-380
357120,코람코라이프인프라리츠,20260205,18848,38114
394800,쓰리빌리언,20260205,-50829,2814
041920,메디아나,20260205,-9536,-490
494120,큐리오시스,20260205,34982,-9651
079940,가비아,20260205,4024,-223
344820,KCC글라스,20260205,10456,-9464
033640,네패스,20260205,17211,35437
005610,SPC삼립,20260205,3686,239
194480,데브시스터즈,20260205,20931,-40056
000650,천일고속,20260205,-3795,3
011930,신성이엔지,20260205,1150066,1668003
462350,이노스페이스,20260205,-198863,-63362
0015G0,그린광학,20260205,10491,-3913
314930,바이오다인,20260205,-37585,814
029460,케이씨,20260205,1306,-8897
020000,한섬,20260205,16125,72717
114190,강원에너지,20260205,-29393,8
084010,대한제강,20260205,-40841,2957
094480,갤럭시아머니트리,20260205,31715,14318
005945,NH투자증권우,20260205,1600,6011
001510,SK증권,20260205,-145328,-45428
179900,유티아이,20260205,-1833,-35747
006110,삼아알미늄,20260205,-8281,626
340570,티앤엘,20260205,6641,106
078350,한양디지텍,20260205,12740,-40843
060980,HL홀딩스,20260205,2506,-339
298830,슈어소프트테크,20260205,207009,-13849
389500,에스비비테크,20260205,12232,6880
033790,피노,20260205,-117063,28504
072710,농심홀딩스,20260205,-541,-28
452260,한화갤러리아,20260205,-1600585,-2625
101160,월덱스,20260205,6887,27485
004310,현대약품,20260205,292056,838
046890,서울반도체,20260205,33539,-54101
078340,컴투스,20260205,11002,-10846
089890,코세스,20260205,16172,-22728
200880,서연이화,20260205,40966,2296
138490,코오롱ENP,20260205,-22483,79845
474650,링크솔루션,20260205,66367,13027
460860,동국제강,20260205,-12149,-27480
002710,TCC스틸,20260205,-291,-2270
010170,대한광통신,20260205,-923239,-331199
001530,DI동일,20260205,-21144,-1524
200130,콜마비앤에이치,20260205,16414,-16091
482630,삼양엔씨켐,20260205,150566,-76724
309710,아이티켐,20260205,-16996,-3131
099440,스맥,20260205,-173269,-3249
094360,칩스앤미디어,20260205,-78855,29
005090,SGC에너지,20260205,63960,63216
011500,한농화성,20260205,-52106,10
003280,흥아해운,20260205,-635702,10222
459510,나우로보틱스,20260205,-46303,5471
194370,제이에스코퍼레이션,20260205,111709,106017
092200,디아이씨,20260205,-159773,9323
001200,유진투자증권,20260205,50347,-16476
144510,지씨셀,20260205,-2290,150
065660,안트로젠,20260205,492,-454
060720,KH바텍,20260205,-16404,2745
304360,에스바이오메딕스,20260205,3777,-198
098070,한텍,20260205,-9965,-5425
078130,국일제지,20260205,268761,1
168360,펨트론,20260205,-144722,-6873
003000,부광약품,20260205,65889,-9151
027410,BGF,20260205,60543,-12513
403550,쏘카,20260205,2103,-226
001390,KG케미칼,20260205,129908,-8524
180400,DXVX,20260205,72763,0
091700,파트론,20260205,-650,-11858
013030,하이록코리아,20260205,-1354,-635
317330,덕산테코피아,20260205,-12440,-9792
394280,오픈엣지테크놀로지,20260205,4738,-6377
006910,보성파워텍,20260205,-619408,2
110990,디아이티,20260205,18100,-32844
441270,파인엠텍,20260205,-28635,11363
003800,에이스침대,20260205,3623,-1
051500,CJ프레시웨이,20260205,2702,16067
101930,인화정공,20260205,-4084,0
