티커,종목명,PER,EPS,PBR,외국인보유율,날짜
084680,이월드,-,-159.0,1.01,1.75,20260311
010580,에스엠벡셀,103.0,20.0,3.32,0.7,20260311
019010,베뉴지,5.11,929.0,0.55,0.68,20260311
160980,싸이맥스,8.39,2498.0,1.18,7.18,20260311
000480,CR홀딩스,-,-434.0,0.35,1.01,20260311
095700,제넥신,-,-836.0,0.88,5.24,20260311
095570,AJ네트웍스,8.83,571.0,0.5,5.38,20260311
010955,S-Oil우,-,-1542.0,0.76,18.14,20260311
484120,도우인시스,11.65,1781.0,1.41,0.56,20260311
002230,피에스텍,22.06,535.0,1.49,5.19,20260311
156100,엘앤케이바이오,34.79,292.0,4.33,6.72,20260311
051905,LG생활건강우,-,-5688.0,0.33,44.47,20260311
243840,신흥에스이씨,-,-97.0,0.77,5.15,20260311
126600,BGF에코머티리얼즈,13.85,260.0,0.55,1.28,20260311
083310,엘오티베큠,-,-376.0,0.82,10.95,20260311
036030,케이티알파,5.45,840.0,0.75,1.7,20260311
251370,와이엠티,89.51,142.0,1.18,4.86,20260311
035510,신세계 I&C,5.24,3054.0,0.48,5.74,20260311
330860,네패스아크,-,-723.0,1.35,3.75,20260311
226320,잇츠한불,13.67,746.0,0.47,1.06,20260311
080160,모두투어,12.76,923.0,2.56,14.9,20260311
001080,만호제강,-,-45.0,0.92,0.68,20260311
264450,유비쿼스,9.63,1574.0,1.19,6.12,20260311
078070,유비쿼스홀딩스,14.7,858.0,0.8,3.74,20260311
028100,동아지질,14.21,1165.0,0.94,6.68,20260311
025000,KPX케미칼,4.03,12561.0,0.34,29.37,20260311
489500,엘케이켐,41.35,850.0,3.79,3.43,20260311
064850,에프앤가이드,22.3,866.0,3.32,14.46,20260311
051360,토비스,4.68,3126.0,0.82,16.73,20260311
461300,아이스크림미디어,6.91,2392.0,1.18,3.88,20260311
083930,아바코,6.93,2149.0,1.01,12.4,20260311
199820,제일일렉트릭,20.37,483.0,1.38,1.87,20260311
039570,HDC랩스,10.26,818.0,0.73,4.56,20260311
179290,엠아이텍,11.59,579.0,1.8,6.27,20260311
417010,나노팀,-,-129.0,4.81,1.55,20260311
299030,하나기술,-,-1354.0,2.36,2.96,20260311
456010,아이씨티케이,-,-706.0,6.06,4.23,20260311
003555,LG우,16.18,4426.0,0.4,42.67,20260311
003350,한국화장품제조,7.7,6169.0,1.78,2.53,20260311
271980,제일약품,10.94,1336.0,1.04,2.88,20260311
402490,그린리소스,17.39,746.0,3.01,4.51,20260311
496020,WON 전단채플러스액티브,-,-,-,0.0,20260311
118990,모트렉스,12.43,692.0,0.81,3.0,20260311
121440,골프존홀딩스,7.64,653.0,0.26,3.26,20260311
061090,세나테크놀로지,9.99,3822.0,1.33,1.63,20260311
053690,한미글로벌,8.75,2222.0,0.91,7.11,20260311
000520,삼일제약,-,-1248.0,1.45,5.17,20260311
119610,인터로조,77.42,240.0,1.37,8.94,20260311
000140,하이트진로홀딩스,5.08,1798.0,0.33,7.46,20260311
005950,이수화학,-,-1470.0,2.02,2.04,20260311
123410,코리아에프티,4.54,1673.0,0.85,50.27,20260311
102120,어보브반도체,18.65,638.0,1.6,3.81,20260311
487570,HS효성,17.04,3327.0,0.38,7.04,20260311
004430,송원산업,90.72,97.0,0.28,14.37,20260311
339770,교촌에프앤비,12.85,328.0,1.11,1.93,20260311
001250,GS글로벌,7.14,357.0,0.39,2.85,20260311
003650,미창석유,4.22,28653.0,0.4,33.36,20260311
091580,상신이디피,-,-240.0,1.39,6.69,20260311
001780,알루코,17.93,121.0,0.66,3.12,20260311
472920,HK 종합채권(AA-이상)액티브,-,-,-,0.0,20260311
237880,클리오,16.54,702.0,0.85,1.52,20260311
036560,KZ정밀,18.84,706.0,0.46,4.74,20260311
307750,국전약품,-,-73.0,2.12,0.7,20260311
119830,아이텍,15.39,523.0,1.04,4.97,20260311
002150,도화엔지니어링,-,-93.0,0.83,1.62,20260311
012200,계양전기,-,-2074.0,4.37,0.99,20260311
003610,방림,45.84,113.0,0.92,0.03,20260311
